DEPARTMENT_NAME,TITLE,REGULAR,OTHER,OVERTIME,INJURED,DETAIL,QUINN_EDUCATION_INCENTIVE,TOTAL_GROSS
BTU Pilot,Paraprofessional,"16,723.12",,,,,,"16,723.12"
BPS Holmes Elementary,Paraprofessional,"16,722.65",,,,,,"16,722.65"
BPS Mendell Elementary,Part-Time Cafeteria Attendant,"16,666.46",51,,,,,"16,717.46"
BPS Substitute Teachers/Nurs,Per Diem Substitute Teacher,"16,710.44",,,,,,"16,710.44"
Boston Cntr - Youth & Families,Lifeguard I,"16,709.55",,,,,,"16,709.55"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,702.92",,,,,,"16,702.92"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,698.53",,,,,,"16,698.53"
BPS Boston International HS,Teacher,"16,696.80",,,,,,"16,696.80"
BPS Latin Academy,Teacher,"16,691.68",,,,,,"16,691.68"
BPS Transportation,Cab Monitor HE,"16,166.80",,,519.72,,,"16,686.52"
BPS Transportation,Cab Monitor,"16,683.32",,,,,,"16,683.32"
BPS Perkins Elementary,Lead Satellite Attendant B,"16,004.35",164.29,514.52,,,,"16,683.16"
BPS Transportation,Cab Monitor,"16,679.25",,,,,,"16,679.25"
Inspectional Services Dept,Head Clerk,"15,356.27","1,320.48",,,,,"16,676.75"
Traffic Division,Parking Meter Supervisor,"2,426.43",,,"14,238.03",,,"16,664.46"
BPS Boston Comm Leadership Ac,Paraprofessional,"16,657.89",,,,,,"16,657.89"
Public Works Department,Jr Eng Aid,"16,587.95",,62.91,,,,"16,650.86"
Tech Boston Academy,Part-Time Cafeteria Attendant,"15,914.11",,731.93,,,,"16,646.04"
Henderson Elementary,Part-Time Cafeteria Attendant,"16,144.42",,496.67,,,,"16,641.09"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",706.68,"5,896.06",686.68,"9,340.94",,,"16,630.36"
Edison K-8,Part-Time Cafeteria Attendant,"16,619.01",,,,,,"16,619.01"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,596.91",,,,,,"16,596.91"
BPS Special Education,Sen Clerk School Sec 766-15B,,"16,596.76",,,,,"16,596.76"
BPS Facility Mgmt/A & R,Sen Sup School Bldgs Alt&Rep,,"16,596.61",,,,,"16,596.61"
BPS Special Education,SPED Coverage Paraprofessional,"16,591.66",,,,,,"16,591.66"
BPS Boston Latin,Part-Time Cafeteria Attendant,"16,507.52",,80,,,,"16,587.52"
Parks Department,Laborer Seasonal (Parks),"12,623.97",,"3,951.37",,,,"16,575.34"
BPS McKinley Middle,Asst Program Director (7),,,,,,,"16,573.21"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,572.72",,,,,,"16,572.72"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,556.03",,,,,,"16,556.03"
Parks Department,Summer Youth Worker,"16,548.00",,,,,,"16,548.00"
BPS Transportation,Cab Monitor HE,"16,534.50",,,,,,"16,534.50"
BPS Transportation,Standby Cab Monitor HE,"16,528.98",,,,,,"16,528.98"
BPS Madison Park High,Part-Time Cafeteria Attendant,"16,526.37",,,,,,"16,526.37"
BPS Charlestown High,Teacher,,"16,512.00",,,,,"16,512.00"
OPAT,Staff Asst II,"16,507.61",,,,,,"16,507.61"
BPS Kenny Elementary,Lunch Hour Monitors,"11,428.59","5,075.00",,,,,"16,503.59"
Eliot K-8,Cluster Substitute,"16,301.90",192,,,,,"16,493.90"
BPS Substitute Teachers/Nurs,Per Diem Substitute Teacher HE,"16,489.70",,,,,,"16,489.70"
BPS Boston Arts Academy,Part-Time Cafeteria Attendant,"16,215.31",,266.67,,,,"16,481.98"
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,"15,483.46",,996.24,,,,"16,479.70"
Young Achievers K-8,Part-Time Cafeteria Attendant,"16,454.18",,,,,,"16,454.18"
BPS Trotter Elementary,Part-Time Cafeteria Attendant,"16,268.56",100,80,,,,"16,448.56"
BPS Condon Elementary,Teacher,,"16,436.50",,,,,"16,436.50"
Dpt of Innovation & Technology,Prin Dp Sys Anal-Dp,"16,417.15",,,,,,"16,417.15"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,416.36",,,,,,"16,416.36"
Assessing Department,Asst Assessor (Trainee II),"16,281.17",125,,,,,"16,406.17"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,406.05",,,,,,"16,406.05"
Property Management,Security Offc (Prot Ser),"12,827.31",,"3,576.22",,,,"16,403.53"
BPS Business Service,BPS Worker's Comp Job Class,,,,"16,372.72",,,"16,372.72"
BPS Mckay Elementary,Part-Time Cafeteria Attendant,"16,357.48",,,,,,"16,357.48"
Traffic Division,Parking Meter Supervisor,"16,351.36",,,,,,"16,351.36"
Lyon Pilot High 9-12,Paraprofessional,"14,340.57","2,000.00",,,,,"16,340.57"
"Greenwood, S K-8",Teacher,"15,432.01",902,,,,,"16,334.01"
BPS Substitute Teachers/Nurs,Substitute Teacher,"14,929.17","1,400.00",,,,,"16,329.17"
Haley Pilot,Social Worker/Coordinator,"16,325.68",,,,,,"16,325.68"
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,"12,679.03",150,"3,493.87",,,,"16,322.90"
BPS East Boston High,Part-Time Cafeteria Attendant,"16,195.44",,104.56,,,,"16,300.00"
BPS Condon Elementary,Teacher,"16,277.70",,,,,,"16,277.70"
Election Division,Asst Reg Voters Hourly,"14,227.50",,"2,047.51",,,,"16,275.01"
Baldwin ELC,Surround Care Paraprofessional,"15,712.70",558,,,,,"16,270.70"
Parks Department,Laborer (Park),"14,358.51",250,"1,654.78",,,,"16,263.29"
Parks Department,Motor Equip Oper & Lbr (P&R),"10,095.33",,"6,160.80",,,,"16,256.13"
Boston Police Department,School Traffic Supv,"15,431.00",816.75,,,,,"16,247.75"
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,"16,211.95",,26.67,,,,"16,238.62"
BPS Transportation,Cab Monitor,"16,232.97",,,,,,"16,232.97"
Traffic Division,Parking Meter Supervisor,"16,229.67",,,,,,"16,229.67"
Boston Police Department,School Traffic Supv,"15,409.24",816.75,,,,,"16,225.99"
Boston Police Department,School Traffic Supv,"15,699.46",520,,,,,"16,219.46"
BPS Condon Elementary,Nurse,,"16,219.00",,,,,"16,219.00"
BPS Athletics,Coach (NonTPP),"16,210.00",,,,,,"16,210.00"
BPS Athletics,Coach (NonTPP),"16,210.00",,,,,,"16,210.00"
BPS Athletics,Coach (NonTPP),"16,210.00",,,,,,"16,210.00"
BPS Athletics,Coach (NonTPP),"16,209.93",,,,,,"16,209.93"
Consumer Affairs & Licensing,Commissioner (Cannabis Bd),"16,200.00",,,,,,"16,200.00"
BPS Holmes Elementary,Paraprofessional,"15,380.56",815.51,,,,,"16,196.07"
Boston Police Department,Police Officer,"3,626.88","12,563.37",,,,,"16,190.25"
Boston Police Department,School Traffic Supv,"15,431.00",757.4,,,,,"16,188.40"
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,"16,156.19",,25.62,,,,"16,181.81"
BPS Boston Arts Academy,Paraprofessional,"16,141.70",,,,,,"16,141.70"
Comm. for Persons with Disabil,Dep Administrator,"7,412.71","8,725.82",,,,,"16,138.53"
BPS Conley Elementary,Social Worker/Coordinator,"16,121.34",,,,,,"16,121.34"
Parks Department,Gardener,"12,061.10",250,"3,807.29",,,,"16,118.39"
BPS Blackstone Elementary,Teacher,"16,107.83",,,,,,"16,107.83"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"16,106.10",,,,,,"16,106.10"
BPS Dever Elementary,Part-Time Cafeteria Attendant,"16,045.30",,26.67,,,,"16,071.97"
BPS Trotter Elementary,Part-Time Cafeteria Attendant,"16,016.43",,53.33,,,,"16,069.76"
BPS Transportation,Standby Cab Monitor HE,"16,065.55",,,,,,"16,065.55"
BPS Otis Elementary,Paraprofessional,"15,542.03",520,,,,,"16,062.03"
Frederick Pilot Middle,Part-Time Cafeteria Attendant,"16,001.97",,53.33,,,,"16,055.30"
BPS Facility Management,Head Admin Clerk-32,,"16,055.00",,,,,"16,055.00"
Traffic Division,Parking Meter Supervisor,"15,803.98",250,,,,,"16,053.98"
Public Works Department,Maint Mech(LightSvcRpr)(Pwd)##,"14,547.74",,"1,505.20",,,,"16,052.94"
BPS Transportation,Cab Monitor,"16,045.91",,,,,,"16,045.91"
BPS Substitute Teachers/Nurs,Substitute Teacher,"15,341.94",700,,,,,"16,041.94"
Registry Division,Prin Clerk (Vitals/Registry),"15,787.04",250,,,,,"16,037.04"
Environment Department,Employment Agreement,"16,025.00",,,,,,"16,025.00"
Mildred Avenue K-8,Paraprofessional,"14,406.65","1,600.00",,,,,"16,006.65"
Boston Police Department,Criminalist I,"14,981.20",,"1,012.47",,,,"15,993.67"
Boston Fire Department,Chaplain (Fire Dept),"15,991.56",,,,,,"15,991.56"
Public Works Department,Jr Eng Aid,"15,560.38",100,330.29,,,,"15,990.67"
BPS Conley Elementary,Family Liaison BTU,"15,988.52",,,,,,"15,988.52"
BPS Bates Elementary,Social Worker/Coordinator,"15,983.75",,,,,,"15,983.75"
Boston City Council,Secretary,"15,980.46",,,,,,"15,980.46"
BPS Channing Elementary,Paraprofessional,"15,980.13",,,,,,"15,980.13"
BPS Lee Elementary,Cafeteria Manager14,,"15,978.02",,,,,"15,978.02"
BPS New Mission Pilot,Cluster Substitute,"15,976.26",,,,,,"15,976.26"
Mattahunt Elementary School,Specialist (BTU),"12,881.52","3,093.00",,,,,"15,974.52"
BPS Latin Academy,Teacher,,"15,962.50",,,,,"15,962.50"
Hurley K-8,Coord-Manager (B),"15,955.20",,,,,,"15,955.20"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"15,935.53",,,,,,"15,935.53"
BPS Transportation,Cab Monitor,"15,934.64",,,,,,"15,934.64"
BPS Business Service,BPS Worker's Comp Job Class,,,,"15,919.66",,,"15,919.66"
King K-8,Part-Time Cafeteria Attendant,"15,909.40",,,,,,"15,909.40"
Umana Middle,Manager (D) (non-ac),"15,908.82",,,,,,"15,908.82"
BPS Special Education,SPED Coverage Paraprofessional,"15,907.01",,,,,,"15,907.01"
BPS Russell Elementary,Part-Time Cafeteria Attendant,"15,896.66",,,,,,"15,896.66"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"15,881.64",,,,,,"15,881.64"
Eliot K-8,Part-Time Cafeteria Attendant,"15,833.74",,46.37,,,,"15,880.11"
BPS Special Education,Teacher,"15,876.26",,,,,,"15,876.26"
UP Academy Holland,Part-Time Cafeteria Attendant,"15,874.19",,,,,,"15,874.19"
BPS Madison Park High,Part-Time Cafeteria Attendant,"15,833.08",,26.67,,,,"15,859.75"
BPS Transportation,Cab Monitor HE,"11,630.94",,,"4,213.78",,,"15,844.72"
Neighborhood Development,Assoc Deputy Director,"7,600.58","8,238.51",,,,,"15,839.09"
BPS Boston Latin,Part-Time Cafeteria Attendant,"15,058.77",100,659.67,,,,"15,818.44"
Chief of Staff,Manager NonAcad C,"15,816.00",,,,,,"15,816.00"
BPS Timilty Middle,Part-Time Cafeteria Attendant,"15,796.42",,,,,,"15,796.42"
BPS Boston Latin,Teacher,"14,990.30",800,,,,,"15,790.30"
BPS Lee Elementary,Part-Time Cafeteria Attendant,"15,760.86",,26.67,,,,"15,787.53"
Frederick Pilot Middle,Part-Time Cafeteria Attendant,"15,778.66",,,,,,"15,778.66"
BPS Holmes Elementary,Paraprofessional,"14,953.24",815.51,,,,,"15,768.75"
BPS Transportation,Cab Monitor,"15,751.30",,,,,,"15,751.30"
Cemetery Division,Grave Digger,"13,264.79",250,"2,222.31",,,,"15,737.10"
UP Academy Dorchester,Part-Time Cafeteria Attendant,"15,705.31",,26.67,,,,"15,731.98"
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,"15,731.97",,,,,,"15,731.97"
BPS Snowden International Hi,Program Director Basas 11,,,,,,,"15,729.71"
Jackson/Mann K-8,Teacher,"15,717.34",,,,,,"15,717.34"
Tech Boston Academy,Part-Time Cafeteria Attendant,"14,820.29",,894.51,,,,"15,714.80"
BPS South Boston HS - Excel,Part-Time Cafeteria Attendant,"15,660.88",,53.33,,,,"15,714.21"
UP Academy Holland,Part-Time Cafeteria Attendant,"15,681.98",,26.67,,,,"15,708.65"
Curley K-8,Part-Time Cafeteria Attendant,"15,707.54",,,,,,"15,707.54"
BPS Facility Management,Jr Cust/Nights,"15,067.38",250,388.33,,,,"15,705.71"
BPS Welcome Services,Hot Line Worker HE,"15,698.84",,,,,,"15,698.84"
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,"14,559.32",,"1,113.10",,,,"15,672.42"
BPS English High,Teacher,"15,637.20",,,,,,"15,637.20"
BPS Fenway High,Paraprofessional,"15,627.47",,,,,,"15,627.47"
Lyon Pilot High 9-12,Paraprofessional,"15,627.47",,,,,,"15,627.47"
UP Academy Dorchester,Part-Time Cafeteria Attendant,"15,575.81",,49.36,,,,"15,625.17"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"15,619.92",,,,,,"15,619.92"
BPS Transportation,Standby Cab Monitor HE,"15,616.07",,,,,,"15,616.07"
Mayor's Office,Spec Asst II,"15,605.95",,,,,,"15,605.95"
BPS Substitute Teachers/Nurs,Substitute Teacher,"8,228.46","7,360.00",,,,,"15,588.46"
BPS Madison Park High,Security Para,"15,579.79",,,,,,"15,579.79"
BPS Transportation,Analyst (C),"15,553.40",,,,,,"15,553.40"
BPS Human Resource Team,Teacher,,"15,550.00",,,,,"15,550.00"
Higginson/Lewis K-8,Part-Time Cafeteria Attendant,"15,486.28",,51.24,,,,"15,537.52"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"15,518.32",,,,,,"15,518.32"
Lyndon K-8,Paraprofessional,"9,944.38","5,568.86",,,,,"15,513.24"
BPS Transportation,Standby Cab Monitor HE,"15,508.24",,,,,,"15,508.24"
Boston City Council,Admin Asst (Cc),"15,500.12",,,,,,"15,500.12"
BPS Transportation,Cab Monitor,"15,493.41",,,,,,"15,493.41"
BPS Lee Elementary,Teacher,,"15,465.72",,,,,"15,465.72"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,907.66",558,,,,,"15,465.66"
BPS Special Education,Teacher,,"15,459.00",,,,,"15,459.00"
BPS Transportation,Standby Cab Monitor HE,"15,458.13",,,,,,"15,458.13"
Mayor's Office,Staff Asst III,"12,874.73","2,574.95",,,,,"15,449.68"
BPS Dearborn Middle,Teacher,"15,438.24",,,,,,"15,438.24"
BPS Madison Park High,Part-Time Cafeteria Attendant,"15,405.05",,26.14,,,,"15,431.19"
Curley K-8,Lunch Hour Monitors,"10,509.35","4,912.50",,,,,"15,421.85"
BPS Transportation,Cab Monitor,"15,421.30",,,,,,"15,421.30"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"15,116.69",300,,,,,"15,416.69"
Boston Police Department,IBIS Support Technician,"15,037.10",,371.8,,,,"15,408.90"
UP Academy Dorchester,Paraprofessional,"12,629.62",,"2,752.13",,,,"15,381.75"
BPS Transportation,Cab Monitor HE,"15,376.65",,,,,,"15,376.65"
BPS Facility Management,Jr Cust/Nights,"7,818.98","6,748.41",808.86,,,,"15,376.25"
BPS Transportation,Cab Monitor,"15,370.00",,,,,,"15,370.00"
Mildred Avenue K-8,Employment Agreement,"15,360.00",,,,,,"15,360.00"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"15,353.69",,,,,,"15,353.69"
Inspectional Services Dept,Prin Clerk & Typist,"15,096.28",250,,,,,"15,346.28"
Boston City Council,Secretary,"15,325.80",,,,,,"15,325.80"
BPS Condon Elementary,Part-Time Cafeteria Attendant,"15,001.87",100,216.1,,,,"15,317.97"
Traffic Division,Vehicle Impound Specialist ##,"12,239.72",250,"2,816.70",,,,"15,306.42"
Hernandez K-8,Part-Time Cafeteria Attendant,"15,305.33",,,,,,"15,305.33"
BPS Substitute Teachers/Nurs,Per Diem Substitute Teacher HE,"15,304.25",,,,,,"15,304.25"
Margarita Muniz Academy,Part-Time Cafeteria Attendant,"15,303.44",,,,,,"15,303.44"
Haynes EEC,Part-Time Cafeteria Attendant,"15,298.06",,,,,,"15,298.06"
BPS Business Service,Buyer 31,,"15,297.50",,,,,"15,297.50"
BPS Substitute Teachers/Nurs,Substitute Teacher,"15,288.20",,,,,,"15,288.20"
Curley K-8,Part-Time Cafeteria Attendant,"15,281.99",,,,,,"15,281.99"
Mayor's Office,Admin Asst,"10,199.71","5,072.66",,,,,"15,272.37"
Boston Cntr - Youth & Families,Resource Coordinator (BCYF),"14,095.80","1,174.65",,,,,"15,270.45"
BPS McKinley Middle,Paraprofessional,"15,263.24",,,,,,"15,263.24"
BPS Transportation,Standby Cab Monitor HE,"15,261.81",,,,,,"15,261.81"
BPS Special Education,ABA Specialist (BTU),"15,259.74",,,,,,"15,259.74"
BPS Substitute Teachers/Nurs,Per Diem Substitute Teacher,"15,254.60",,,,,,"15,254.60"
"Kennedy, EM Health Academy",Cluster Substitute,"15,249.35",,,,,,"15,249.35"
BPS Adult Education,Adult Ed Instructor,"15,244.68",,,,,,"15,244.68"
Traffic Division,Parking Meter Supervisor,"15,243.80",,,,,,"15,243.80"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"15,235.90",,,,,,"15,235.90"
BPS Ellis Elementary,Part-Time Cafeteria Attendant,"15,228.65",,,,,,"15,228.65"
BPS South Boston HS - Excel,Security Para,"15,221.07",,,,,,"15,221.07"
BPS Counseling Service,School Psychologist(1),"15,220.40",,,,,,"15,220.40"
BPS McCormack Middle,Teacher,"15,208.07",,,,,,"15,208.07"
East Boston EEC,Prin Clerk/School Sec 19,"15,190.02",,,,,,"15,190.02"
Law Department,Asst Corp Counsel II,"5,060.63","10,121.24",,,,,"15,181.87"
Boston Police Department,School Traffic Supv,"14,362.70",816.75,,,,,"15,179.45"
Boston Police Department,School Traffic Supv,"14,362.70",816.75,,,,,"15,179.45"
Boston Police Department,School Traffic Supv,"14,362.70",816.75,,,,,"15,179.45"
BPS Madison Park High,Paraprofessional,"15,177.12",,,,,,"15,177.12"
BPS Transportation,Cab Monitor,"15,169.68",,,,,,"15,169.68"
BPS Fenway High,Part-Time Cafeteria Attendant,"15,066.69",,100.73,,,,"15,167.42"
BPS Lee Elementary,Part-Time Cafeteria Attendant,"15,113.12",,51.24,,,,"15,164.36"
BPS Transportation,Standby Cab Monitor HE,"15,128.77",,,,,,"15,128.77"
Jackson/Mann K-8,Paraprofessional,"14,828.70",300,,,,,"15,128.70"
Traffic Division,Vehicle Impound Specialist ##,"11,208.39",250,"3,663.19",,,,"15,121.58"
BPS Mather Elementary,Part-Time Cafeteria Attendant,"15,083.11",,26.67,,,,"15,109.78"
Parks Department,Summer Youth Worker,"15,095.50",,,,,,"15,095.50"
BPS Lee Elementary,Part-Time Cafeteria Attendant,"15,068.34",,26.67,,,,"15,095.01"
BPS Boston International HS,Part-Time Cafeteria Attendant,"14,622.36",100,370.2,,,,"15,092.56"
BPS English High,Part-Time Cafeteria Attendant,"15,009.97",,78.42,,,,"15,088.39"
BPS Madison Park High,Paraprofessional,"15,087.12",,,,,,"15,087.12"
Boston Police Department,Communic. EquipOp II 9II(SS),"12,961.48",,"2,103.39",,,,"15,064.87"
Dudley St. Neighborhood School,Part-Time Cafeteria Attendant,"15,061.71",,,,,,"15,061.71"
BPS Madison Park High,Part-Time Cafeteria Attendant,"15,060.88",,,,,,"15,060.88"
Boston Fire Department,Fire Alarm Operator,"14,289.50",,765.51,,,,"15,055.01"
Boston Fire Department,Fire Alarm Operator,"14,289.50",,765.51,,,,"15,055.01"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"15,053.68",,,,,,"15,053.68"
Haynes EEC,Surround Care Paraprofessional,"15,038.75",,,,,,"15,038.75"
West Zone ELC,Surround Care Paraprofessional,"15,038.75",,,,,,"15,038.75"
BPS Harvard/Kent Elementary,Part-Time Cafeteria Attendant,"14,170.88",622.21,240,,,,"15,033.09"
BPS Perkins Elementary,Paraprofessional,"15,028.25",,,,,,"15,028.25"
Tech Boston Academy,Part-Time Cafeteria Attendant,"15,019.77",,,,,,"15,019.77"
BPS Athletics,Director (BASAS 11B),,,,,,,"15,017.75"
BPS Special Education,One to One Para,"15,003.78",,,,,,"15,003.78"
Parks Department,Animal Room Attendant,"14,359.47",300,342.56,,,,"15,002.03"
Institutional Advancemt,Employment Agreement,"15,000.00",,,,,,"15,000.00"
Property Management,Security Offc (Prot Ser),"9,661.83",,"5,137.82",,198,,"14,997.65"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,996.42",,,,,,"14,996.42"
Boston Cntr - Youth & Families,Lifeguard I,"14,139.25",848.36,,,,,"14,987.61"
BPS Grew Elementary,Social Worker/Coordinator,"14,981.48",,,,,,"14,981.48"
Transportation-Parking Clerk,Sr Claims Investigator,"12,879.66","2,099.87",,,,,"14,979.53"
BPS McKinley Middle,Paraprofessional,"14,973.24",,,,,,"14,973.24"
BPS Guild Elementary,Part-Time Cafeteria Attendant,"14,972.46",,,,,,"14,972.46"
BPS O'Bryant School,Teacher,"14,953.44",,,,,,"14,953.44"
BPS Latin Academy,Teacher,"14,951.60",,,,,,"14,951.60"
Curley K-8,Lunch Hour Monitors,"9,315.33","5,625.00",,,,,"14,940.33"
East Boston EEC,Surround Care Paraprofessional,"14,939.94",,,,,,"14,939.94"
Age Strong,Advocacy Representative,"14,843.36",91.78,,,,,"14,935.14"
BPS Brighton High,Paraprofessional,"14,929.30",,,,,,"14,929.30"
Green Academy,Part-Time Cafeteria Attendant,"14,927.47",,,,,,"14,927.47"
BPS Transportation,Standby Cab Monitor HE,"14,914.60",,,,,,"14,914.60"
BPS Special Education,Speech & Language Pathologist,"14,904.20",,,,,,"14,904.20"
Jackson/Mann K-8,Lunch Hour Monitors,"14,898.64",,,,,,"14,898.64"
BPS Business Service,BPS Worker's Comp Job Class,,,,"14,898.34",,,"14,898.34"
Lyon K-8,Paraprofessional,"14,711.31",173.88,,,,,"14,885.19"
Boston Police Department,School Traffic Supv,"14,362.73",520,,,,,"14,882.73"
Boston Police Department,School Traffic Supv,"14,362.70",520,,,,,"14,882.70"
Boston Police Department,School Traffic Supv,"14,362.70",520,,,,,"14,882.70"
Boston Police Department,School Traffic Supv,"14,362.70",520,,,,,"14,882.70"
Boston Police Department,School Traffic Supv,"14,362.70",520,,,,,"14,882.70"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,872.65",,,,,,"14,872.65"
Parks Department,Summer Youth Worker,"14,857.50",,,,,,"14,857.50"
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"14,844.34",,,,,,"14,844.34"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,834.65",,,,,,"14,834.65"
BPS Madison Park High,Part-Time Cafeteria Attendant,"14,805.23",,25.18,,,,"14,830.41"
Parks Department,Admin Asst,"14,812.89",,,,,,"14,812.89"
BPS Horace Mann,Paraprofessional,"14,811.59",,,,,,"14,811.59"
BPS Lee Elementary,Paraprofessional,"14,811.58",,,,,,"14,811.58"
Workers Compensation Service,Workers Comp Job Classificatn,,,,"14,803.36",,,"14,803.36"
Gardner Pilot  Academy,Intern 3,"13,397.97","1,400.00",,,,,"14,797.97"
BPS Otis Elementary,Part-Time Cafeteria Attendant,"13,663.55",100,"1,031.89",,,,"14,795.44"
BPS Transportation,Cab Monitor HE,"14,790.76",,,,,,"14,790.76"
BPS Madison Park High,Paraprofessional,"14,779.36",,,,,,"14,779.36"
Public Facilities Department,Project Manager II (PFD),"14,771.74",,,,,,"14,771.74"
Teaching & Learning,Asst Director (Basas 11B),,,,,,,"14,770.34"
BPS Tynan Elementary,Library Paraprofessional,"14,756.06",,,,,,"14,756.06"
BPS Taylor Elementary,Part-Time Cafeteria Attendant,"14,754.21",,,,,,"14,754.21"
Jackson/Mann K-8,Paraprofessional,"14,745.30",,,,,,"14,745.30"
Age Strong,Advocacy Representative,"4,611.12","10,131.82",,,,,"14,742.94"
BPS English High,Teacher,"14,742.51",,,,,,"14,742.51"
Ellison/Parks EES,Surround Care Paraprofessional,"14,024.08",712.48,,,,,"14,736.56"
BPS Transportation,Cab Monitor,"14,730.40",,,,,,"14,730.40"
"UP ""Unlocking Potential"" Acad",Part-Time Cafeteria Attendant,"14,724.21",,,,,,"14,724.21"
BPS New Mission Pilot,Paraprofessional,"14,720.65",,,,,,"14,720.65"
Tech Boston Academy,Paraprofessional,"14,717.49",,,,,,"14,717.49"
Boston Public Library,Sr Bldg Custodian,"14,639.11",75,,,,,"14,714.11"
Boston Cntr - Youth & Families,Lifeguard I,"14,712.85",,,,,,"14,712.85"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,696.87",,,,,,"14,696.87"
BPS Substitute Teachers/Nurs,Substitute Nurse,"14,685.03",,,,,,"14,685.03"
BPS Guild Elementary,Paraprofessional,"14,683.97",,,,,,"14,683.97"
Umana Middle,Teacher,"9,507.64","5,171.98",,,,,"14,679.62"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"14,673.24",,,,,,"14,673.24"
BPS Hennigan Elementary,Paraprofessional,"14,671.28",,,,,,"14,671.28"
BPS Kenny Elementary,Teacher,,"14,667.50",,,,,"14,667.50"
BPS Orchard Gardens K-8 Pilot,Paraprofessional,"14,666.77",,,,,,"14,666.77"
BPS Taylor Elementary,Part-Time Cafeteria Attendant,"14,640.86",,23.72,,,,"14,664.58"
Warren/Prescott K-8,Teacher,,"14,639.50",,,,,"14,639.50"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,639.08",,,,,,"14,639.08"
Election Division,Asst Reg Voters Hourly,"14,270.25",,360,,,,"14,630.25"
BPS Substitute Teachers/Nurs,Substitute Teacher,"14,625.56",,,,,,"14,625.56"
BPS Transportation,Standby Cab Monitor HE,"14,612.16",,,,,,"14,612.16"
Fam & Student Engagemt,Employment Agreement,"14,600.00",,,,,,"14,600.00"
BPS Hennigan Elementary,Part-Time Cafeteria Attendant,"14,597.70",,,,,,"14,597.70"
Food & Nutrition Svc,Part-Time Cafeteria Attendant,"13,929.29",,666.36,,,,"14,595.65"
BPS Madison Park High,Paraprofessional,"14,583.00",,,,,,"14,583.00"
BPS Transportation,Cab Monitor,"14,578.17",,,,,,"14,578.17"
Workers Compensation Service,Workers Comp Job Classificatn,,,,"14,566.69",,,"14,566.69"
East Boston EEC,School Psychologist(1),"14,548.17",,,,,,"14,548.17"
Boston City Council,Secretary,"14,538.60",,,,,,"14,538.60"
BPS Madison Park High,Part-Time Cafeteria Attendant,"14,434.51",100,,,,,"14,534.51"
UP Academy Holland,Asst Cafeteria Manager,"13,326.71",,"1,206.62",,,,"14,533.33"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"14,515.43",,,,,,"14,515.43"
BPS Charlestown High,Teacher,"14,511.31",,,,,,"14,511.31"
BPS Transportation,Hot Line Worker HE,"13,036.60",,"1,471.65",,,,"14,508.25"
BPS Substitute Teachers/Nurs,Per Diem Substitute Teacher,"14,493.74",,,,,,"14,493.74"
BPS Facility Management,Part-Time Custodian,"14,480.44",,,,,,"14,480.44"
BPS Facility Management,Part-Time Custodian,"14,480.44",,,,,,"14,480.44"
BPS Facility Management,Jr Cust/Nights,"14,480.43",,,,,,"14,480.43"
Curley K-8,Paraprofessional,"14,468.30",,,,,,"14,468.30"
BPS Boston Latin,Part-Time Cafeteria Attendant,"14,403.68",,34.78,,,,"14,438.46"
BPS Brighton High,Part-Time Cafeteria Attendant,"14,437.91",,,,,,"14,437.91"
BPS Boston Latin,Part-Time Cafeteria Attendant,"13,552.94",,877.85,,,,"14,430.79"
BPS New Mission Pilot,Teacher,"14,428.53",,,,,,"14,428.53"
