ratings,dates,review_text
4,2018-10-27,Stopped burning when wax started getting low. Too expensive
5,2017-01-31,Can never go wrong with a Yankee Candle
4,2019-01-27,This was a gift and my sister loved it!!
1,2017-10-27,Pumpkin spice has always been my favorite scent.  This candle has zero scent! I had a social gathering at my home and several guests commented how they couldn't smell any throw.  I don't know if the candle is old or what - but very disappointing.  I wish I would have driven the hour to an actual Yankee Candle store than to have wasted my money on this candle.
1,2015-06-07,After only 3 burns this candle was defective. With a gaping 3 inch drop from the wick -- no wax! What a waste of money.
3,2021-01-03,Ok I love Yankee Candle but this one smelled awful!
2,2019-04-09,"This one didn't have the typically robust Yankee Candle smell, so I returned it.  I do believe it could've just been an old candle because I bought this at Bed Bath and it was great.  So I like the scent, but may be better to test drive the scnet n the store."
2,2021-07-29,"This is a nicely scented candle, but it's not very strong and it burns pretty quick."
3,2022-02-03,Create tunnel burning. Constantly have to adjust to burn evenly.
4,2022-04-10,It smells like cakes i could eat it easily hahaha
3,2020-01-08,"The scent was great.  But it burned horribly.  Kept burning around the wick, but not the sides.  I have to keep pushing the sides down. :("
1,2022-01-03,"The media could not be loaded.
                
            
                
            
        
    
    
 I can’t really smell anything and when u come up close on the candle the vanilla is chemical smelling I would of been better off buying another salted caramel candle that 1 and the vanilla cupcake when u light them it goes through the whole room but not this French vanilla candle"
4,2016-02-04,Love the candles!  I ordered five as gifts.  One was broken on arrival.  They appeared to be well packed.  The cause of the breakage was not clear.
4,2020-07-14,Good candle for the reduced price. I'm happy 😊
5,2013-03-07,my mom loved this gift as she is a candle freak.  She loves homeade pumpkin pie so you I couldn't go wrong.
3,2019-11-17,"Absolutely the best chocolate scent of any chocolate candle I have! If you are a chocolate lover as I am, you will just love this candle!"
1,2020-08-23,"NOT an authentic Yankee candle not even close, burning in a small room for almost 3 hours now and can barely smell it. Sad that amazon keeps letting sellers rip buyers off with replica products. A true Yankee candle burning for 3 hours would over power a large house, with which ever scent is burning. This candle is 5 feet from me and I smell nothing. Got up left the room came back in a few times and could barely smell it when i re entered. Its what i get for trying to save $10 bucks. Ill be ordering directly from Yankee from now on."
3,2019-10-08,We were so disappointed in this. The scent was gone after the first quarter of the candle was melted. I expected better quality from this brand.
1,2022-03-11,"So sad they changed ingredients for their candles.  I used to love smelling the beautiful fragrances throughout the house.  Now you are lucky you can smell anything when you take the cap off.  Whole heartedly miss the ""old"" Yankee candles.  I would definitely pay the extra dollar and know that I could enjoy the scents for several days.  I will no longer buy this product."
1,2020-08-21,"I thought this price was too good to be true, and I wish I'd stuck with my initial suspicions. The Cupcake candle I bought has zero scent throw. Even when it's right under your nose, there's no scent. I'm really irritated and will just keep this in the cabinet to use as light when a storm knocks our power out because there's no scent benefit at all."
3,2019-12-16,The candle was beautiful but I was very disappointed in the scent wish it had been stronger like there other candles I have bought.
3,2017-06-20,"It smells fantastic but they need to bubble-wrap the top separately or bind it closed better. It arrived shattered, because I guess the top must have shifted and banged against the glass container. Not fun opening a package with a bunch of broken glass :("
1,2020-09-25,"I was truly hoping for Yankee candle quality. Not even halfway down through the candle the wicked disappeared. Generally, when you light a Yankee candle, it will easily, leave it’s more than aromatic scent. My downstairs is more than 1200 ft.², the whole first floor, attic, and the stairs going down to the basement are always inundated with the delightful smell. Sadly, it did not encompass this area in the least. It barely scented my 14x14 kitchen."
1,2021-10-10,"I don't know if what I got was fake but I was never this disappointed by a Yankee candle. The pumpkin spice candle smelled like burning wax, no scent at all. I wonder if I was sent a fake... Never spending the money on them again, now they are expensive for no reason."
3,2018-11-12,"Usually Yankee candles are quite strong, this one does not seem to be like the others I have bought elsewhere. It's ok but not great."
4,2019-04-12,Love the scent
2,2022-03-13,Not a true chocolate smell.
3,2019-01-13,I usually love Yankee Candles but this one has a problem. The wicks are very short and difficult to light and keep lit. The wax covers them quickly and the scent is very subtle very very subtle!
1,2021-11-30,I usually buy these more expensive Yankee candles because their smells are strong and can fill up my living room. This one and another I bought on here have absolutely no smell. You would have to literally put your face next to the candle to smell it and even then it's faint. Extremely disappointed and will not be buying again.
1,2021-06-22,"Because of the Yankee Candle brand name I was expecting a quality candle.  Sadly there was very little fragrance to fill one room, let alone the entire house.  I have a one-floor cottage.  Next time, I will purchase a Yankee Candle through their store."
1,2020-12-26,"One of the other reviewers said that Yankee candles are HIT or MISS with scent.  I have to agree.  Bought 2..Autumn Wreath and French Vanilla.  Autumn, strong scent.. only burn for a couple of hours a the house smelled great...HIT.  French Vanilla..NO scent.  Standing right over the candle and nothing...MISS."
2,2020-01-20,"I love yankee candles, they’re all I’ve ever used however this home sweet home does not smell at all, super disappointed"
3,2022-01-02,The scent wasn’t there. Very disappointed! I have bought Yankee candles for many years and loved the scents. I have not had COVID so it has nothing to do with my smell.
1,2017-01-28,Emits no scent
3,2022-05-26,Just an okay scent.  Prefer others.
4,2019-03-19,Burns even good odor
3,2021-12-18,Love the fragrance of this candle and the longevity of it lasting..will buy more
3,2015-05-06,"On at least 4 separate dates in 2005, 2006, 2009 and 2013 in NYC we experienced what became known as Maple Syrup Events when the air around the city smelled like maple syrup. Nobody knew why. Some people were happy about and some were not happy about it. I was one of the people not happy about it. Not because I thought it was a terrorist attack but because I just do not really love the odor of maple syrup.This candle smells like maple syrup. Sticky, sugary, overpoweringly sweet. May be nice to eat. Wouldn't want to roll in it.NY Times reports the odor came from a factory in NJ making fragrances out of the seeds of fenugreek."
5,2017-05-23,Nothing like peach for my but VERY pleasent.
1,2021-09-14,Love Yankee candles but this was the very first I have purchased that had absolutely NO SCENT!  It’s still a pretty candle but without the scent……so disappointing.What happened Yankee Candles?
2,2022-04-23,It had no scent
4,2018-12-02,Scent not as strong as I would like
5,2016-10-10,Lovely strong scent although it did arrive with oils leaked.
5,2015-01-29,Best smell ever and actually smells your whole house!
4,2019-02-27,Decent scent
2,2020-11-29,"The product itself is great, however it arrived glass shattered around the rim. Tried to use it, but it's not the same effect."
5,2013-12-30,"I enjoy Yankee candles.  I have never had any problems with a Yankee candle.  The price is not bad, and it was well packaged.  No problems here."
4,2015-05-11,This scent is cozy and inviting.
4,2018-04-02,Exactly as Advertised.  Super Fast Shipping.  Very Happy A++
4,2020-01-04,Smells great
3,2018-12-10,As a Yankee Candle junkie I was thrilled to find them here. BUT I had ordered the 2 wick pillar candles not the jars which is what I got. I figured they were out of pillars.... They're still offering them so not sure where the problem is. Had the same thing happen on a separate order
1,2020-10-11,i heard nothing but good things about Yankee candles so decided to try it myself. This french vanilla scent candle absolutely has no smell. It will burn all day in my room and not even the slightest smell. I won’t be buying this brand again. I tried glade candles and they will smell all rooms in my house with no problem.
2,2022-03-13,PROB OLD NO SCENT
1,2020-05-11,I'm so sad.  In February I ordered 4 of the Salted Caramel candies intending on giving out 3 as gifts and burning one myself.  It emits absolutely no scent! I would be embarrassed to give the other 3 as gifts.  I am stuck with 4 scentless candles. Definitely not like any other Yankee candles I've had before! I'd rate it zero stars if that was possible
2,2021-07-28,Smells just like a tootsie roll. I lit it once and will not light it again.
3,2020-10-09,"Everyone's sense of smell is different, but I found this one to be a little overwhelming. It smells nice, but it's strong. I can only burn it for a little while before having to put it out."
4,2016-11-30,"Smell is great, well wrapped, but the red color leaked out.  Got it all over my hands when undoing the packaging."
2,2015-08-15,scent is not strong at all .... candle is lit next to me now & I can't smell it .... sad because Peach is my favorite
1,2021-09-10,C’mon!! This had to be store someplace hot. Back it goes
3,2017-12-01,Not strong at all. Good scent just not strong enough for a Yankee candle. It appears their scents are lacking in strength quality these days in a few I have tried. Loved the scent but want to smell it across the room.
4,2019-02-06,Great gift
3,2022-06-29,"Tiene un excelente tamaño, de verdad muy muy grande a buen precio. Pero la vela no tiene aroma no huele a nada eso es lo más triste 🥺"
5,2018-02-01,Awesome smell and burned for hours.
4,2021-07-15,home use...love it
2,2022-07-16,I honestly can't believe I spent almost $30 for this garbage. No smell at all of chocolate. What a waste of money!! Please save yours and don't buy it! Too expensive and no scent at all!
4,2019-04-26,I had this delivered to my friend but it was cracked when it got there but he said it smells lovely 😊
2,2021-12-29,Very dissapointed...no scent.
5,2018-03-04,Excellent....as described!
4,2019-08-09,Smells like maple syrup n pancakes
3,2021-01-08,Not enough smell scent
2,2019-11-18,"Smells amazing- when not lit. Then when you light it, it’s very hard to smell it, even when standing right next to it."
4,2019-01-05,The scent is wonderful
4,2020-12-20,It's very nice and makes the house smell great 😊
2,2021-07-21,Did not burn even and you waste a lot of the candle because the wick burns and doesn't melt the wax evenly
3,2012-02-19,"My sisters are crazy about  Buttercream from Yankee Candle.  They went on and on about how good it smelled.  I bought it and ...  if you stand over the flame ... you can smell it.  It is a very nice aroma but ... it doesn't' get around a lot.  I'd like to send it back, but I've been burning it in the hopes that one day it will HIT!"
3,2018-01-14,Smells great but isn’t that strong and doesn’t have anaw some throw. I’ll be still cool by tobthe Apple pumpkin Friday m now on
4,2018-08-21,"Smells great, nice large jar"
3,2019-09-29,Candle smells amazing with your nose up to it... But once burning it doesn't seem to permeate the whole house like my candle directly from Yankee did.
4,2018-08-24,Best sent yet! Wish it was a bit stronger like some of their other scents.
3,2021-01-13,Love this candle!! However I can’t use it because the candle jar was shattered and there was glass all over when I opened it. It’s a shame because this is one of my favorite scents!
4,2018-12-20,Love the smell!
3,2020-12-02,Not very strong and the wicks don’t stay lit.
3,2020-05-15,Smells good but it would be weeks faster to just get one at the local store
4,2017-01-11,I like the price but I did not feel the scent was strong enough and that was what I really was looking for
2,2020-02-04,"Received the candle today. Had no idea I had ordered a used candle! The wick had been lit and burned some. Ordered two other scents, they arrived unused. Still disappointed though."
4,2017-03-29,"Love this scent, and Yankee candles burn evenly.  They are well worth the cost."
4,2018-01-31,I gave this as a Christmas gift. She liked it.
2,2021-11-10,I was disappointed in the fragrance and longevity. I've bought Yankee candles before and they were much more fragrant and lasted longer than this candle. I will not repurchase.
2,2021-11-28,Nice looking candle with light smell until it's lit.
4,2018-12-23,Smells good
5,2015-07-17,"This is a very pleasant scent in the usual, quality jar from Yankee Candle.  I will likely order more."
2,2020-11-19,"1st off love yankee candles, the flavor sounds appetizing as well. Part of the scent is good, but I feel the salted part irritates my nose, a burning sensation"
4,2020-01-02,Smell not strong enough
3,2019-12-17,Did not burn well as prior candles have. Problems with the wick. Decided to keep it anyway.
5,2012-03-12,"This candle smells delicious! It's an autumn scent, but I'll be burning it all year long. Burns well and lasts a very long time."
2,2020-05-17,The one candle was fine but the other melted and I can see a wick.  It should paribavky be packed right side up.  It was laying down in the box and that’s the way it melted too!
1,2022-02-12,"I recently started burning candles and love the way they make my home smell, but after burning my first Yankee Candles, I'm very disappointed. They give off practically no scent at all. While I'm sure they are happy to have omicron to blame with recent complaints of poor quality (which began well before the pandemic ever hit), but I'm fully vaccinated, always wear masks and can smell my other brands of candles just fine right now. This is absolute garbage for the price. I do not recommend."
2,2017-10-20,"This two star is only for the dud of a candle that I received, usually I adore all candles by Yankee. So I purchased the Spiced Pumpkin hoping that it would be just as fragrant as all of the others but unfortunately there is just no scent being dispersed; keep in mind it’s being used in a medium sized room with the door closed & there’s still no scent! I’m bummed because I really love the Apple Pumpkin and Apple Cider candles but this one left me feeling as though I threw $20 out the window."
3,2019-11-05,Barely able to notice the scent. It is expensive because it has Yankee on it. My Big Lots candle smells much better.
1,2021-12-23,"These candles (I would assume all under the brand name of Yankee Candle) have far too much soot and debris while burning.  For the price; unacceptable.  Potentially an airborne contaminant.  Recommend consumers look for a product with less smoke, soot and debris."
2,2020-02-18,"Smell is very light. And do not like the way it burns. And I cut my wick always before I relight them. I just can’t seem to smell this, Spiced Pumpkin, that much"
3,2017-12-22,"It seems to be a favorite of many people, but not mine. You can smell the apple, but I didn't quite like the pumpkin scent, which I normally love like Spiced Pumpkin. I couldn't smell any ginger or clove more apple and pumpkin."
1,2021-08-03,didnt like ! the chocolate smell was not that strong of a scent
2,2020-11-13,It's a pretty candle and the longevity is normal. The problem is that there is almost no scent when it's burning.
3,2021-02-24,Percent doesn’t last long very disappointing
3,2019-06-13,The candle is very attractive but the scent was so light as to be almost unnoticeable so I wouldn't buy more of these.
2,2013-09-13,I LOVE yankee candles and have never been disappointed with one until now. When I received this candle it was very greasy to the touch and when lit I could not smell it at all. Since I have never had this problem with their candles I am assuming that due to shipping some oils from the candle leaked out and caused it not to smell when lit. I think from now on I will buy these in person.
2,2019-02-03,"The price was great but it is obviously an old candle. As a former Yankee candle worker, I am very aware of how strong and how quickly the scent should fill the home. The scent is mild, at best and clearly this was an old candle. It is enough to lightly scent a bathroom with a few hours of burning. I am disappointed."
3,2017-09-14,"I love Yankee Candles but this candle really does not have a strong scent to it. Almost like nothing is going at all. I would probably not order this scent again through this company. By the way I love this scent normally but you just can't smell anything, might have just been a bad batch. Who knows."
3,2017-11-06,"This is a very light scent. Some people may prefer a light scent, but I prefer that this would be stronger so that it would make my living room smell nice. It might be stronger if I had it in a smaller room, but it is not strong enough for the open, main part of the house."
3,2019-12-17,A nice candle and a good price however the sent was not any good maybe that’s why it was discounted you could hardest smell it
1,2016-12-08,Didn't smell
4,2018-07-25,"OMG , love love love !!!"
2,2021-11-02,no fragrance
3,2019-01-21,"Got one of these as a Christmas gift, loved the fragrance, nice and strong.  But, these 2 I bought have nowhere near the  fragrance coming out."
1,2020-12-26,This is my least favorite of all the YC candles. You can't smell anything within the first 30 minutes; after that it just smells like a burning candle. I would not recommend. I'm going with my normal smells next time. Don't get me wrong I still love YC candles but I'm also trying to go towards SOY candles to help with in home toxins and help out my air filter.
2,2014-09-30,"For the price, I have regrets purchasing this candle. It does smell good in your face but emits a very week smell even after burning for several hours. Other Yankee candles put off great smell far and wide, this one not at all. Also, when burning, it smells as much of just plain burning wax than pumpkin spice. As an aside, horribly packed. I'm surprised it survived the trip."
4,2022-01-09,Awesome
4,2018-09-05,"I prefer the Coconut but this is a very good, long burning and clean burning candle."
2,2021-12-20,Was a gift and they loved it
3,2021-01-17,Not that much of a lasting smell.
4,2020-02-03,The scent is very light.
1,2020-05-04,I purchased this Yankee Sparkling Cinnamon Candle from Amazon and literally let it burn for 8 hours and there was absolutely ’NO’ scent at all!  I had previously purchased a Sparkling Cinnamon Candle from an actual Yankee Candle Store at our local Mall.  It was rich with cinnamon scent. I’ve been told before there are cheaper versions and to only buy from the store... now I believe it!
4,2017-10-26,Great deal but could have a little more fragrance
3,2020-05-10,"Love the longevity, wick works great to burn for long periods.  The scent is very mild and doesn't last long."
2,2020-11-04,This candle smells great up close unlit but I can barely smell it once it’s lit. I don’t know if maybe it’s just sat on the shelf too long but I’m disappointed. I expected more from Yankee Candle.
3,2021-02-10,Not as fragrant as I thought it would be...
2,2021-01-13,It doesn't put out as much aroma as my previous candle. I'll keep looking.
3,2019-12-15,Don’t buy.  Doesn’t smell
4,2021-01-04,Love the smell!
2,2021-12-28,No scent
5,2017-03-15,"I really like Black coconut, by Yankee Candle, but it appears that this is not made anymore. But I tried this one, and its nice."
1,2020-11-09,Horrible scent....way too powerful and the odor itself leaves me feeling nauseated. Too expensive to throw out so I’ll probably just leave it in the garage and light up there on occasion. Single worst Yankee candle I’ve ever had and I do enjoy most of them.
2,2020-10-02,"This candle lasted half as long as the large jar types, and the scent doesn't travel very far."
3,2019-07-05,"Just ok for ambience lighting, but not much fragrance."
4,2013-11-21,"Great Scent not over whelming. This is a great scent for anyone, its really mild and not flowery. I'm a guy and I love it."
3,2020-10-26,Scent does not last long
2,2022-05-04,Scent is good etc. but didn't have the glass jar because it arrive broken to pieces.  I had to place in on a candle stand.
2,2021-09-23,Really a bad candle due to arriving melted. No smell and the wicks could hardly light. Disappointing I am afraid.
2,2020-05-09,I am not convinced that this is an actual yankee candle product. The glass jar is different and thinner than your typical yankee candle and the wax has a lot of bubbles in it. I believe this product is either a fraud or defective.
1,2015-09-07,"Candle has a very ""off"" smell. Yankee is the best, but this scent is awefull."
1,2020-11-05,This is NOT A YANKEE CANDLE!!!  It’s a rip off I have had several Yankee candles they all smell wonderful this literally has no smell very disappointed!!👎👎👎
1,2021-10-22,"Never had an issue with Yankee Candle before so I'm very disappointed. No scent. Can only smell it in Jar or if you're immediately next to it and even then it's very, very faint. definitely doesn't fill the air. Thinking the candle wasn't pored / manufactured correctly- I've let it burn to 1/3 of the jar- still nothing. Waste of money."
2,2020-12-18,"Very little fragrance, candle burned uneven and wasn't worth the money."
1,2020-10-05,I am so Disappointed. I read several of the reviews that said that this Yankee pumpkin spice candle had very little scent but others  were very positive so I decided to go ahead and purchase it. Well I’m here to tell you there is NO SCENT WHATSOEVER! It’s been a number of years since I bought a Yankee candle as I had become disillusioned with less and less scent that they gave off but this is the worst ever. Grateful that I didn’t pay full price for this although it’s a total waste of money for me. Never again.
4,2012-11-08,This candle has a nice sweet smell. It reminds me of a cake baking or sugar cookies. Great choice and will definitely buy this again
2,2021-12-27,I think quality is not the same yet prices still high.
2,2021-10-08,i used to only buy yankee candles-but last 2 times the scent was not very strong. i will buy different brand next time.
3,2019-04-06,Don’t feel like this candle has a very strong scent. A bit disappointing. I’ll stick with Bath and Body Works.
3,2022-06-22,Didn’t have a smell to it when it was burning
1,2019-11-27,"Absolutely no scent. I have burned this candle twice now for hours at each time, on 2 separate days and can not smell anything. I can remember candles from Yankee candle shop that would make my entire house smell like I'm baking cookies. Which is what I wanted. This is not it. Wasted money, which is sad when you live on A TIGHT budget."
4,2019-09-22,"Was expecting a stronger scent from Yankee Candle given some of their other products but that's my only complaint, candle has been burning for almost 3 days straight and maybe 1/3 of the way burned through."
5,2017-05-02,SMALLS GREAT!!!!
3,2020-05-18,It lasted long enough but had very little scent.
3,2019-01-31,"something is differant; always you could count of Yankee Candle to add nice cent to the room. This one, lights easily, stays light but NO FRAGERANCE."
2,2017-12-21,"Poor fragrance quality, would not even believe it was yankee except it’s maked on the jar"
2,2019-02-03,The candle does not burn as a true yankee candle. Went right down in the middle with plenty of candle on sides.  I’ve never had a yankee do this yet both of these candles have burnt the same way.  Wasteful
1,2019-02-19,"Had high hopes for this candle as when I took off the lid and took a sniff if was very nice and pleasant to my nostrils.  However two things happened after lighting it....it has absolutely no scent and it tunnels badly.....I trimmed the wick, lit the candle and after 4 hours had a nice tunnel started.  Compared to the Autumn Wreath scent it is almost as if 2 different companies made the candles.  A complete waste of money."
2,2016-08-09,Not very fragrant
1,2022-06-04,If you’re looking for candle it’s very fragrant Dubai this it has very little to no smell smell but it does have does not smell like cupcakes not sure what it smells like it’s not appealing
4,2014-01-17,This is my favorite scent.  These candles never disappoint me.  The jar is a cute idea. I gave as xmas gift.
2,2021-12-28,"I specifically bought a Yankee candle because they always smell so good. This one has hardly any scent…and no, I don’t have Covid."
2,2020-11-18,Candle leaked in inner packaging.Red Liquid all over kid and top of  jarCould not gift this as it just looked very bad.
4,2015-09-22,There are better for the price but It does smell good and lasts a long time
1,2020-11-03,"I burned this candle for 3 hrs & it gave off no scent, at all.I grew up in MA where authentic Yankee Candles were manufactured. The reason everyone paid extra was for the extraordinary scent, which filled the New England homes.I bought 2 of these & neither of them give off any scent. Dollar store candles are better than these. Do Not  Buy"
4,2020-02-05,"I enjoyed this along with all the other candies I have purchased, used and gifted to relatives in the past years."
3,2020-04-27,The scent isn't very strong at all.
2,2021-10-18,Returned because there was no smell.
3,2021-01-27,Nice candle if you don’t want much of a scent. Expected more for a Yankee Candle.
4,2013-08-27,This candle is fine. Anything fall is great and it isn't too over whelming. Not too flowery or overly strong.
2,2021-03-24,I love Yankee candles but this was a huge disappointment.  I don't know if this scent was marked down because it old or what but even in my small bedroom with the doors closed I can hardly smell a thing and I have a really strong sense of smell.
4,2017-05-23,Nice product
3,2019-03-27,Super sticky sweet smelling. I can only burn it for a few minutes before it overwhelms me. But it does its job
1,2022-05-16,I had purchased this candle in the past and for whatever reason it isn't the same as it used to be. It does not smell the same or have the same potency as other Yankee candles I have purchased in the past. The scent used to remind me of the holidays spicy and comforting now it just smells like a cheap berry scent to me very dissatisfied.
4,2021-07-17,Did come broken but I really don’t care just a bit disappointed.
4,2021-01-11,Gifted for Christmas 2020. Gave to a girlfriend who loves the scent
3,2020-09-18,"Smells amazing, but came melted and cannot find the whick therefore cannot use it."
4,2020-09-19,not  a thing
2,2020-09-12,It will probably be broken when it arrives.1st one broken (cut my finger)2nd one..delivery driver must’ve thrown it from his truck to my front door it was so shattered!
2,2021-02-07,We can hardly smell this candle 🕯. Would not recommend.
1,2020-04-10,"It's rare, but YC seems to have produced a bad batch. I've been buying this flavor for years, but this one smells wrong - only very faint cinnamon. I don't THINK it's my nose, as other candles from last year smell ok, but what do I know. And no, I'm not sick. Take it with a nose of salt."
1,2020-09-24,"I don’t know if this spiced pumpkin candle had been shelved for too long or what but what I received was packaged oddly, with bubble wrap not in normal cardboard fitted for candles. The top showed signs that the inside was melting at some point & it smelled nothing like the Yankee Candle spiced pumpkin I’ve had in the past. I believe the candle was old."
2,2019-04-30,Wicks burn way to low. Hardly any flame and the wax almost covers them when burning.. Im very unsatisfied I wish I could get my money back. I bought 2.. Yankee candies are supposed to be the best. Same issue for both candles.
2,2021-11-17,Ok candle.  Not worth the money.
4,2018-11-08,Nice
2,2021-06-15,No smell very disappointed
1,2022-01-18,I was looking forward to receiving my yankee candle. Unfortunately I’m very disappointed. I’ve had it lit for hours now but there is no scent whatsoever from it. Shame because I used to buy them all the time. Will look elsewhere for candles.
1,2020-07-20,"The candle arrived double-boxed, however the wax inside was broken and all on one side of the jar. I melted it down to liquid wax to make it useable. I will only buy candles from Walmart where I can inspect them first. Same price there,$16.88."
1,2021-05-04,"I ordered this Yankee candle because the company is known for its great scents that you can smell through your house. This scent when you smell the candle directly has a cinnamon scent, but when you light it, the candle only has the light smell that it’s burning without any of the scent. It’s not even worth lighting because who wants a slight burning smell in their house?"
2,2020-09-28,"This smelled AMAZING when I first opened it, so I was looking forward to how my room was going to smell. Unfortunately, it gave off absolutely no scent. Even if I go up to it and sniff it when it's lit it doesn't smell like anything. When it's unlit, it smells fantastic. Not sure if I got a bad one, but needless to say, I'm disappointed."
3,2019-12-20,I love Yankee candles but this one didn’t have much scent .
1,2018-10-02,"I literally love this scent, when I buy from Yankee. This one has put off zero scent. Upon opening it I was disappointed. I gave it a light anyway. It’s been 20 minutes and nothing. Must be a knock off or cheap wax poured in yankee jars. What faint scent it did have wasn’t even the same as the real one I get. Just thankful for free returns and refunds because I feel ripped off."
2,2022-04-10,After a month's of use and 90% of the candle remaining i put the lid on just to have the glass around it break.Cannot use with jagged glass so in the trash it went:((
3,2019-09-13,The candle is great however the packing was horrible.  I’m waiting for my replacement now.
4,2018-12-22,"Looks like whoever packed it, put the lid on upside down so it was glass to glass. Could tell it was shattered before I opened the box. Maybe use something better than just a cardboard filler, like foam or bubble wrap. Smells nice at least."
3,2020-02-27,they don't smell very strongbut they look really cute
2,2017-09-12,"I LOVE the smell of these candles! However, both of mine seem to have leaked? Not sure how that happened but it did. Anyway, I'm going to keep them because they still smell really good and look full to me. I expect better shipping for such an expensive candle though."
3,2020-03-02,Scent not nearly as strong as it used to be in Yankee Candles.
3,2020-02-02,Nice looking jar with lid. Aroma is weak.
3,2020-05-06,The sent is not as strong as I expected.
3,2021-12-28,No scent. I used to love Yankee candles but now I'm not so sure
4,2018-01-23,Smells ok
2,2021-07-13,Not sure if this was a legit Yankee candle. You couldn’t smell it burning for nothing. I have a pretty strong sense of smell and couldn’t smell not even a hint of it even after burning for a couple hours. Definitely buy from an authorized retailer.
1,2021-12-31,"If I hadn't already boxed it up to return, I would attach a picture.  I took the top off the candle and it looked like it had melted in transit.  The wax was pushing up and there was no wick to be seen.  Boxed up and sent back the same day.  Will now buy Yankee Candles at Yankee Candle."
4,2018-01-30,good scent
1,2021-12-31,So i saw an article saying that people buying Yankee Candles from Amazon have no or very little scent. It was blamed on Covid...Well it is not covid because i can smell perfectly well and this Yankee candle has very little scent. So i tested and made sure by lighting a different candle from bath and body works. I was able to smell that candle perfectly. So for some reason the Yankee Candle reviews are correct by my nose.
3,2020-11-19,I am usually a huge fan of Yankee Candles. This candle is not up to par with the usual quality as far as scent goes. Can barely smell it.
2,2021-03-29,Yankee Candles have really hone downhill.We could hardly smell the fragrance
3,2022-01-06,Will be great if the power goes out and you need a candle.
2,2021-12-21,I ordered two of these candles. One came delivered perfect and the other came in ungiftable condition. It must have been on its side and melted because it came hardened at a slant in the jar with wax melted in the cover and the wick buried in the wax.
4,2020-02-02,I like the smell but it’s not strong enough for a big area
1,2022-05-31,I'm sorry to report that either Yankee candle isn't what they use to be or this isn't a TRUE Yankee candle. My glade candle is FULL of aroma with half the price. Buyer be aware!
1,2018-12-21,"Bought this ""Sparkling Cinnamon""  candle to burn for Christmas as I have loved other cinnamon I have purchased.  I am a long time customer of Yankee Candles and usually love their products, but this one is a dud.  It does not smell like cinnamon AT ALL  and whatever fragrance it has is very faint."
3,2020-01-01,DO NOT BUY ON SUSCRIBE THAT IS NOT A REALLY GOOD DEAL
3,2020-10-20,"Meh, not like pumpkin spice - more like slightly burned sweet potatoes."
4,2014-11-17,"It's a little... spicier than I expected, however, it's a good scent. No complaints here."
2,2022-01-24,candle came with glass broken. Probably will not order again. disappointed.
2,2021-12-28,There is very little fragrance.
2,2020-01-11,This candle was not of the quality that I normally get from a Yankee candle. The scent doesn’t even cover my guest bathroom.  :(
1,2021-12-04,"They are supposed to be vanilla cupcake, they have zero scent when burning. None.  I burned for a few hours and no one in the family could smell a thing.They smell good when sniffing the candle, but when burning, emits zero scent."
3,2019-11-11,Unlike Yankee candle not to have a heavy scent. Just a candle
3,2020-11-10,Smells nothing like apples or pumpkin. More like burnt caramel. :(
1,2020-10-23,I bought 5 of these for myself and my family as gifts. I feel terrible i gave these to my fam. They don’t smell like anything at all. Not my experience with yankee candles.. don’t know what to make of how not good these are.
2,2020-09-20,I  was disappointed in the scent or lack there of... usually Yankee candles have been a favorite of mine but I am disappointed in this one
1,2019-11-06,"I have bought several Yankee Candles and was very pleased with looks, burn time and scent. This candle is a very big disappointment. No discernable scent at all. Very disappointed in this product  and a waste of money for both the candles"
5,2016-11-01,The candle smelled fresh
4,2016-04-29,We like the buttercream scent but have really fallen for Silver Birch.  Yankee Candles are expensive but worth it!
1,2019-08-13,"I normally buy the Yankee Candle ""Creamy Vanilla,"" and it's very good.  I switched and tried ""French Vanilla"" because it was a few dollars less.  I guess I found out why... it had zero scent.  If you want a true vanilla scent, skip the ""French Vanilla"" and go for the ""Creamy.""  No wonder it was a few dollars less.  They saved the cost of the scent."
4,2016-12-12,The scent of the candle was not very strong but is pleasant.
5,2015-02-18,Great experience!
1,2021-09-27,Just go to the store and buy one - it's not worth it. I don't have time in my day to return it and don't want to spend my weekend driving to an amazon or ups store. Its an expensive candle to look like this when you get it. It does smell good but I suggest going to the store because it's unusable like this.
1,2022-07-26,This cinnamon candle looks like a volcano - tons of wax on sides of candles - HUGE hole in the middle -terrible waste of money - dont  recommend at all
2,2019-12-17,This didn’t burn evenly. It went straight down and the sides are still high. Hi went back to McCalls candles.
2,2020-10-03,"Not the best, just ok. Quality doesn’t live up to the price."
1,2020-08-17,"I am not impressed of this candle. I got deceived for I thought it's good when lighting this candle. I regret not taking a picture how the candle looks like when you already have the candle burning because it made the entire glass black because of the flame.Also as I was trying to finish the candle, it didn't continue lighting because there's no wick left. More left over candles as it stopped lighting."
4,2017-08-29,as expected
4,2017-06-02,nice candle.
4,2013-04-09,I like this true to life scent - very close (if in fact it's not the same) to YC's Sweet Strawberry from a few years back.
3,2020-02-21,No smell. Bummer
2,2020-11-23,"No smell , will buy somewhere else."
1,2020-01-07,Very disappointed with the 3 large holiday Yankee candles purchased.  Faint scent when opened.  Thought perhaps candles needed to burn for scent to come through.  Nothing.  Wondering if they were old and scent had evaporated.  Most large candles were approximately $30 each; the 3 I purchased were half that.
