Rating,Date,Review
2,2021-06-15,"This candle does not have a strong aroma, would not recommend"
1,2022-07-01,"There's only little fragrance, the same as what you buy in dollar store $3.99. what a waste of money."
1,2021-11-25,"Needed a candle of a specific diameter for holder, this said it was the right size but when it came is was 1/2 inch smaller diameter, disappointed."
1,2022-01-16,Not what I was looking for.
3,2020-09-06,Does not give a strong enough aroma for me.
1,2021-01-13,"It barely has any scent! Since I have used it, I am not sure if I can still return it. Very disappointed."
1,2022-02-25,
3,2016-12-07,Glass shattered
3,2016-08-15,Candle was leaking
1,2022-05-08,"Candle was supposed to be a Mother’s Day gift but it arrived melted into the lid, and warped to the point that the wick couldn’t be detected nor the lid able to come off (wax melted into lid….). Very disappointed"
1,2019-11-09,It came completely melted sideways! Awful. I will never order again because now I have to go through the hassle of returning it. It’s not allowing me to post a pic of this mess.
1,2022-01-29,Not the best!
3,2016-06-07,great scent but prices better at walmart
1,2020-04-18,"This candle's scent is wonderful, however, the jar was broken in transit and I need to ?return? it for a refund???!!!  Really??!!  Why would they want it back just to throw it away?"
2,2022-03-30,Arrived completely broken 😣
1,2021-02-12,I ordered 2 Lilac candles the boxes both say Lilac on them. I opened them and they are both Pink Sands. I was very disappointed. Lilac was what I purchased and it my all time favorite scent. This is the first time this has ever happened to me.
2,2018-06-06,Did not like the smell.
1,2020-12-06,Budget option for candle lovers. Disappointed with the smells . Not smelling as advertised.
1,2020-03-30,"This was a waste of purchase if you like jasmine scent. You can smell the jasmine if you are just smelling the wax, but when you burn it there is no jasmine scent, not even a subtle hint of it. I lit it in a small room with door closed and it didn't even smell like jasmine or like anything else. Very disappointed."
4,2015-09-04,Good quality! One of my favorite scents.
1,2013-05-08,"Nice candle...sent to my daughter ....TOO BAD THE THOUGHTFUL CARD WAS ADDRESSED TO A TOTALLY DIFFERENT PERSON FOR A DIFFERENT HOLIDAY...HOPE AUNT AMY (?).. ISNT TOO DISAPPOINTED,"
3,2014-10-26,sad to say but the quality isn't what it used to be. I'm no longer a fan.
1,2020-07-26,"This is second broken (glass) candle I have received. There is no found method to request another replacement, or, money back."
1,2021-01-03,This candle smells like absolutely positively NOTHING! I will definitely not purchase this again.
3,2014-12-11,Nice scent and candle but a little expensive.
1,2018-12-26,I got the wrong candle.. instead of bothering with a return I just gave it to someone for a Christmas present. Kind of disappointed I was really looking forward to the pink sands.
1,2022-01-06,Looks melted on top I got 2 one is ok but this one no good
2,2021-08-25,"Scent was great at first, but it lost scent right away"
1,2021-03-14,Scent is nothing. Just my room. Finally splurged and I'm sorry!!!!!
2,2018-02-20,Doesn't smell like much.
1,2021-03-07,I thinks I got a bad jar because my had no scent like it did before.
1,2012-12-12,"Candle was the right one, but the jar was broken.  They need to do a much better job packaging them, and use tape to hold the plastic around the product."
1,2021-11-14,"came with a mold on it!!! wtf?!?!! on 4 different candles!If i'm burning the candle while having mold on it, It means I need to breath itThis is so upsetting!! I will ask for a refund but for now I would'nt recommend buing for sure!"
1,2020-06-06,The candle arrived with shattered glass. They did replace it for me. The second one came with the wax all lopsided to one side. I can’t even light it.
2,2019-12-26,"They are ok.they just do not have a Long burn time. They also are not as big as they appear ,so beware!!😒"
2,2018-01-15,Smells funny. Don't like it
1,2021-10-02,Never buy this one again.  It does not last and it’s not a great scent
1,2020-09-22,"Scent not noticeable, possible old ? Very unhappy, Yankee candles are usually fragrant, this is not!"
4,2019-02-02,I will definitely buy this again!!
3,2021-01-31,Can barely smell the scent
3,2019-03-23,Minimal scent
2,2017-09-18,Very little smell to it- burning or not
1,2020-05-18,"HORRIBLE JUST HORRIBLE! GARBAGE I BOUGHT 3 YANKEE CANDLES ALL 3 HAVE NO SCENT.  WEDDING DAY,  BEACH WALK AND SUN AND SAND."
2,2017-08-10,I must have gotten one out of the BAD batch. I barely smell this one.
1,2020-07-26,"Well, the first one was melted with no wick in sight.The replacement was broke upon arrival.I’ll go to the store and buy one."
2,2017-06-19,it came broken three candles
1,2021-05-02,Try village candles instead betterThe black smoke is ridiculous but village candles burn clean
5,2014-10-28,A gift for my brother in law it reminds him of home :)
1,2021-02-22,"Burns fat, VERY faint scent unlike when you buy from Yankee Candle"
3,2015-05-21,Not too much fragrance!
1,2020-07-08,2 separate orders and both broken.  The smell is amazing though but I must have received a batch that was damaged.
2,2020-12-16,Poor smell
1,2022-01-03,I was glad it came in 2 days early but now that I c it’s broke I lost all excitement. This usually happens whenever I buy cheap candles but I would’ve never expected this from yankee candle. I’m done.
1,2022-01-05,
2,2020-07-19,Glass jar arrived broken.
2,2020-05-04,Does not have a scent..might be an old candle. I would recommend buying from a store instead.
2,2019-03-30,Use it in my bedroom but no smell.
2,2020-05-28,No wick visible.
3,2015-11-02,Nice aroma.
4,2018-03-14,My candle was  broken when  it arrived the jar wasTotally damage
1,2020-09-02,This candle came in a Yankee Candle box but it wasn't a Yankee Candle.  It's an Aromascape Lavender Vanilla.  It's scent is weak and it burns unevenly.
4,2017-01-04,gift
2,2021-01-15,There was no scent in this candle
3,2018-03-27,I love Yankee but I did not care for this scent at all.
1,2020-06-05,I have purchased pinks sand from the actual Yankee store and it is an amazing candle. But the candle that I purchased on amazon has absolutely no scent.
4,2016-03-21,"I love this candle, smells so good"
2,2014-03-31,"I was looking for a fragrance to fill my small living room.  I typically buy Mystic House candles but wanted to try these due to the high reviews on the smell.  It is true that they smell great but you have to be literally hovering over the candle to smell it.  If you need this fragrance to noticeably fill a room, this is not the candle for you."
1,2022-07-22,"The wicks refuse to stay lit. When the wicks finally do burn, it's such a small flame that you can barely notice that it's there. I've never had this problem with a Yankee Candle before, but it's unusable."
3,2016-08-17,Fragrance is very strong. Good after using kitchen
1,2015-05-31,It's smells stale and like old musty perfume.
1,2019-07-24,This candle can’t be a genuine yankee candle. All yankee candles have a strong smell that will fill up a room this candle doesn’t even smell at all. Total rip off
1,2020-02-12,came broken in many pieces. I have bought many but now my 2nd broken yankee arrival. I will buy when i go shopping so it is not in pieces.
1,2018-01-31,"Not for me. I was hoping for more of a ""beach"" scent...a little coconut, a little tropical fruit, and a little floral. But this candle is ALL FLORAL. Like ridiculously strong old lady perfume. It gave me a headache just sitting it on the table near me. Never even lit it. It may be exactly what some folks are looking for but not me."
1,2018-03-21,"This candle was pretty and smelled wonderful before it was lit. After lighting it, it was like a assult on the senses. The smell made me feel like I was eating it, then it gave me a headache, upset stomach! Not a winner in my book."
1,2021-01-20,Weak fragrance. Yankee Candle quality has decreased.
1,2020-08-14,"Really disappointed, was really looking forward too the scent and I smell nothing."
1,2021-09-16,This candle has no scent to it at all....What a waste!
1,2021-12-06,These candles are unusable. They came melted and without wicks. I’m also not able to request new ones or get my money back. DO NOT PURCHASE
2,2016-07-02,smelling is good. but black smog comes out too much.
1,2020-05-14,Unfortunately I am very disappointed that I received my candle today and it is warped to the point that i cannot even find the wick to light it. It looks like the candle was upside down and formed to the top so that the wick is buried and wax is oozing out of the top.I was very excited to to get my new candle and waited weeks for it and to my disappointment i cannot even use it now.
1,2022-06-21,Was delivered completely shattered. The candle was and still is packaged in two boxes. Yet it has glass shards jingling around.
1,2022-05-05,Threw it and broken glass away
1,2019-02-17,I purchased Clean Cotton and Beach Walk. Both barely have any scent at all. I sometimes buy their cheaper brand from the drug store and they have way more scent. Will stick with those in the future rather than blowing my money on the original Yankee Candles. I'm not even convinced that this is real product unless it has greatly declined in quality?
2,2017-08-01,Seemed second quality. Lots of air in wax and popping.
1,2020-05-08,"The media could not be loaded.
                
            
                
            
        
    
    
 Top was broken and box full of glass. It smells wonderful though sadly. Requesting a return/replacement."
3,2018-01-12,Gardenia was my mothers favorite flower but as a candle the flame gives off a burning scent...not pleasant! trim the wick and your good to go..
2,2018-04-12,"love yankee, but this sent is like burning cologne."
1,2019-11-08,"Very little sent at all. It was lit time in about 5 hours the second time and in a small bedroom, it was almost unnoticeable."
2,2018-10-08,The smell was okay but when it was shipped it must have been on it's side and in a hot truck because it was all melted on it's side and the wick was lost.  I had to put it on an electric burner to melt and pull up the wick.
2,2017-03-25,Yuck not for me too sweet
2,2017-09-04,Weak scent
2,2018-01-09,Eh
1,2017-05-08,I've had it lit now for an hour and no fragrance has come out it as of yet.It is a just a plain was candle.
1,2020-08-12,Second time in a row this jar was broken when I received it.Zero Stars.
1,2022-03-12,The candle had hardly any scent. And that's very unusual for a Yankee Candle.
1,2021-02-17,Bought this for my wife as a gift for Valentine’s Day. Opened the box the candle was completely melted/ disfigured. Wife loved the scent of the candle . Just very disappointed. The lid seemed melted.
3,2020-05-24,Came broken
1,2022-05-11,Jar was broken when received.fragance is very nice.
1,2021-03-23,I thought this would be lavender.
1,2022-01-04,On my first order the candle glass was shattered. I immediately ordered a replacement. My replacement was also chipped but I am able to use the candle. The scent is really nice...if you can get the candle in one piece.
3,2021-01-04,Not my type :(
1,2022-05-01,This is the one time I have received broken candle.
1,2021-04-21,Glass was broken ☹️
1,2021-02-24,Waste of money!  Yankee candles are not the same back then.  Quality sucks! Buy Village or Kringle instead for your money
1,2019-09-26,I ordered two of my favorite candle and they sent one that was completely shattered. There was broken glass leaking out of the box. I couldn't even take it out without cutting myself.  complete mess.
1,2014-03-08,"I was really upset that such an expensive item was packaged in bubble wrap only and not in its own small box.  I ordered another candle of the same size and a smaller item in the same order.  The other candle- Jasmine by Yankee also was bubble wrapped but packed in an individual box so it was in perfect condition.  My sister salvaged the candle but I was nerve wracked and had shards of glass pieces and splinters all over my floor.  It was very disappointing.  Now whenever I order candles I guess I have to order each one individually or risk getting one that's broken.  Amazon usually packages well.  I was shocked.  Now I have to look at this broken candle every day, which was supposed to look beautiful and peaceful."
3,2015-07-01,Smells good. The aroma isn't that strong. You will need to leave it burning for 20 min for full effect.
1,2019-07-29,"This just smells so, SO BAD. NOT like fresh cut roses in any way. Like horrible old lady rose scent. And it is so strong. Regret!"
4,2016-04-13,as described.
1,2021-11-23,Not useable.. 😪
2,2015-05-20,Since when did freshly cut roses smell like my grandmother's outdated perfume?
1,2020-12-12,The candles where melted when arrived junk
1,2022-04-03,Opened up box and top of candle was completely gone. Very disappointed. We order four candles a month and this has never happened
5,2016-05-12,Great
2,2015-05-18,Yankee candle is excellent but I paid double what ishou
1,2020-10-02,It was broken and just one and I almost cut myself
1,2020-09-09,This one is my favorite but this one has no smell!!!
1,2020-05-12,Very disappointed with the candle. Doesn’t have any smell. Will not recommend buying
1,2021-07-03,Very mild scent for a $30 candle. I usually get bath and body works but wanted to try something different. I will not be buying another yankee candle.
1,2018-10-19,"I can hear the  shattered glass pieces even before I open the package. I understand delivery people work so hard everyday, but maybe the should pay more attention on the  fragile  items."
1,2022-07-17,There was no wick so was so disappointed in the quality of this product. From now on will prefer to buy candles from store.
1,2017-07-17,"I agree with Amazon Customer on June 11th.  There is no smell of roses unless you get within a foot.  And then it is barely noticeable.  I have never bought Yankee Candles, and probably won't again.  Very disappointing"
1,2020-04-15,"I just received the Yankee candle & unfortunately the bottle was cracked. Was going to send back but with what's going on at this time with the virus, it's too much of a hassle !!! I do really like Yankee candles but disappointed it came this way. I will try to salvage as much of the candle as I can  😞"
1,2022-04-09,Smelled like something you’d get from a knock off.
1,2020-10-09,Both candles the glass was broken haven’t heard a thing about my complaint
1,2021-01-10,Candle smells absolutely awful don’t buy.
1,2020-07-28,I ordered two candles and both of them arrived in a very bad condition. One was melted and couldn't be used. The jar of the second one was broken and all over in the box.
1,2020-08-25,VERY DISAPPOINTED! I was waiting for days for this candle just for this to arrive?! 😭
1,2021-04-08,Doesn’t smell at alll
4,2016-07-24,"The person I bought it for loves these large candle jars.  They weren't real impressed with the scent, but love Yankee Candle."
1,2022-08-09,If I had known this before I bought it I never wasted my money it doesn't even smell there is no scent to this candle
1,2021-11-09,"Although i love yankee candles generally, they should really check their quality control.The candle arrived melted and unusuable at all. When asking for a refund i now have to go through the hassle of sending it back"
2,2021-02-01,No huele nada cuando la enciendes
1,2021-02-11,It arrived 4 days late and it was broken.  I  was very disappointed 😞I dislike the scent.  Sadly they are replacing it but I am forced to keep this same weak scent.  I even offered to take a candle that was cheaper but I was told no.
2,2015-08-11,This candle smells like leaves more than roses!
1,2022-05-14,USED & BROKEN!!!!!!
1,2021-06-21,This candle has no throw whatsoever. Do not buy.
1,2022-02-08,Product broken and candle melted.
1,2022-05-11,All 5 of my candles were like this. Tried to request a refund and order more and they wouldn’t allow it because it’s only a quality of 5
1,2020-07-22,It must have been badly mishandled to smash the glass as it's quite thick.
1,2021-08-15,This is my favorite candle scent. I’ve never had an issue with the scent until ordering off Amazon. Maybe I got a bad one but there was literally no scent of it
2,2018-04-09,Nice size candle. Long lasting. The only thing is that the scent is much sweeter than the one I get from the store. Didn’t like it as much. Much sweeter than I remember.
1,2018-01-29,I can’t even give this candle one star as it sucks. Once upon a time you could buy any Yankee Candle and bring it home to light and be blown away by the scent and scent throw. Yankee’s had your entire house smelling amazing. After Yankee candle was sold the new owners started cutting corners with the amount of scent they use in all their candles. I’ve spoken to Yankee Candle employees about this fact many times and they all seem to have a different excuse as to why Yankee’s don’t smell like they used to. My favorite one is that Yankee decided to lower the scent levels on most of its candles as people where complaining the scent was to strong and bothering them. If you believe this and don’t mind spending $25.00 plus dollars on a large Yankee candle that has zero to little smell then by all means go buy one. Unfortunatly Yanke Candle know only has roughly ten percent or less of all their candles that will fill your house with a fair to decent scent. Nothing amazing as in the past. Having to spend hundreds and hundreds at Yankee to find those few candles that smell good is ridicules. I can no longer recomend this company and its frankly sad as they were once so great
1,2021-01-16,"It smelled beautiful from outside the shipping box, which wasn’t a good sign. The first one came shattered. Reported to amazon and we had a second candle by the next day. That one was also shattered. Amazon doesn’t do a good job with shipping glass items apparently."
2,2014-07-30,I really don't like the scent of this candle.
1,2021-02-20,Just has lights inside small portion. Not good at all!
2,2020-04-16,Not much of a scent
1,2021-04-14,"Strong chemical-ish scent. I lit this candle for 5 minutes at home before blowing it out and putting it in my break room at work with a ‘free’ sign on it. That was weeks ago, and it’s still there."
5,2017-04-02,It's my FAVORITE scent.
1,2019-07-15,I am so mad right now. I just received my candle and it was horribly wrapped and broken into pieces! 😡
1,2020-11-06,"No scent throw,  very disappointed"
1,2018-04-09,Love this scent (White Gardenia) and ordered this candle and received Coconut Beach. And Coconut Beach had been burned before.
1,2020-08-05,"Came broken, returned"
1,2019-05-12,This candle has no odor when burned whatsoever it's supposed to give you a fragrance in your house but it does nothing
1,2020-07-19,Not would I would expect for a $30 candle :(
1,2021-09-03,"Candle durability is very less, Jar became black at the end. I am not sure is this an original product or not."
2,2013-06-28,"I carefully read the other reviews on this particular scent of candle, Sun & Sand, and it sounded delightful! After buying and lighting it up, it smells like, well, candle wax, even when I am right over the candle, nothing but a faint waft of an undefined candle smell. Even my husband asked me, is that candle supposed to smell like something?I am surprised at the other good reviews! I have had much better luck with some of the Slotkin candles, they really deliver!Try something else, you work hard for your money!"
1,2020-09-07,Arrived cracked
1,2020-09-08,no scent at all
1,2020-08-29,Arrived shattered in hundreds of small pieces. I was afraid to open the box. There was not enough padding or shipping product to prevent breakage.
2,2014-03-26,"Really pungent sweet florally scent, I suggest only buying these if you can smell them beforehand.  Second one I purchased that I did not like."
1,2020-05-01,This item came shattered in pieces
1,2022-02-03,The candle showed up melted and will not light.
1,2020-02-10,"did not like, wish I had bought a stronger scent."
1,2020-08-01,Product arrived broken.
1,2020-07-10,I received my order and 3 of the candles had melted and the wicks were embedded in them.  Useless.
1,2020-02-10,The candles I recieved were cracked and useless.
2,2018-02-18,"The media could not be loaded.
                
            
                
            
        
    
    
 It came without the label and I’m not sure why. Almost as if it was ripped off"
1,2019-06-07,There is no way that this is a yankee candle. My Walmart 5.00 candles smell stronger than this
1,2019-09-11,This is a fake Yankee Candle. I have been buying Yankee Candles for many years and I know them well. These are definitely NOT Yankee Candles. DO NOT BUY!!!
1,2020-03-12,The wax is not as strong as it used to be.
1,2020-12-27,Ordered this as a Christmas gift. I received it and there was no wick. I will be calling Yankee Candle tomorrow.
1,2022-07-12,"This candle was a disappointment, I burned it for 1 day, it never smelled like the beach, so I gave it away. Never again."
1,2021-05-17,Jar was broken when it arrived and the company will not reimburse me.
1,2022-07-17,I am glad that I did not end up giving this as a gift as it was not fragrant.
1,2021-05-05,Overpowering scent
1,2020-08-22,Came  damaged
4,2015-08-28,A great buy for me. Thank you very much. Hope to do business with you again.
1,2019-12-08,"I bought the candle because I have the car sent. The candle is beautiful, but just burns nothing!!! You get no smell out of it!!!"
1,2020-08-02,"Smeels like my new bride's underwear, who's 70 BTW"
1,2021-08-23,Should have read fine print but for price I did not expect to get a barbi size candle. Should last us a few days. Geez.
1,2020-07-18,Can’t even use it came melted
1,2022-01-23,I ordered twice both times broken.  Avoid.
3,2016-01-09,Strong perfume scent.  Too much for me.
1,2020-01-05,Doesn't scent like other I've purchase
1,2021-04-06,The candle was heat damaged.  I had to melt in boiling water and reset the wick
1,2020-08-21,My candles came and we not usable it is obvious the wax inside the candles melted into there lids
1,2022-08-13,No smell. Worst ever
3,2016-09-21,Doesn't have a very strong aroma.
1,2021-01-20,"The candles were marked as Lilac Blossom on the outside of each candle box, however all 4 candles were Pink Sands scent.  I am very disappointed because I wanted the Lilac Blossom candles for a dinner party I am having tonight."
1,2020-07-28,I just don’t understand how this keeps happening
2,2020-05-04,"Of the three, one of the Yankee Candle jars was broken."
1,2022-04-07,"Dissatisfied with the brand. No scent, no durability. It was like a sample of candle-light, nothing else."
1,2021-08-13,Bought 2 candles it was delivered but the box was beat up one of the candle jars was shattered when I opened  the box I had glass all over the floor . Am not happy about this !
3,2016-09-06,Came broken.
2,2012-10-08,this candle has a very strong wax in the air.  it smell good though.  if you have a big room like maybe 20x20 it might be ok.  but my room was 13x12 and it was overpowering with the smell of wax.
1,2022-01-04,My candle arrived broke .. I think someone has it out of for me just my luck
1,2020-07-10,Arrived shattered in box.
1,2019-02-21,This candle is only good for holding a lit wick. It has zero smell. Thinking it was a Yankee Candle Product I thought it would have some benefit. Maybe if I lose my power I may have use for it.
1,2022-03-08,Candle jar was shattered but box was undamaged! Disappointed for sure
1,2020-10-23,waste of time since i couldnt use it and have to take it back now
1,2021-09-04,The seller should have stated this is a 4oz candle. It should be half the price.
1,2021-01-03,Wrong candles😈
1,2021-04-06,No fragrance
1,2020-08-15,Candle was broke
1,2020-12-14,"The candle arrived with glass all over the inside box and the outside box. You could hear the glass as soon as you picked up the package. It smells good, but it can't be used."
3,2015-02-06,Scent is not as strong as others.
1,2021-10-08,Candle was melted to the side so you couldn't light it
1,2020-07-16,Poor product
1,2017-06-30,twice i have ordered yankee candle large lilac blossoms. both times the glass was completely shattered. I will not try to order again...
1,2015-07-30,"Candle came with decorative sticker all messed up. Looked like it had been stuck, peeled off and reapplied. Also candle must have melted in delivery and was not even and looks like it was used. Wanted to give it with a wedding gift and it won't be possible to do so."
2,2019-06-22,I didn’t like it
1,2021-11-23,These candles arrived melted and unusable. Not worth the price and not worthy of gifting.
1,2022-04-29,Do not buy the candles from this company they SUCK!!!!!!
3,2017-05-08,"I love Yankee candles this smells like soap to me. I thought I would go with more of the spring smells.  I adore the warmer smells.  Apple pie, Carmel etc. This was a test drive for me. If you like the smell of soap this is for you."
1,2022-01-03,"I was very disappointed with this candle.  It does not smell like the beach, in fact, it smells like a plain candle burning."
1,2018-11-30,Item arrived totally smashed.  No gluing this. I want another shipped
1,2017-08-29,"I love Yankee Candles, but this is one I can not have in my home. The overwhelming smell of this candle lite or not caused a migraine to set it."
1,2022-01-21,Could barely smell the scent when lit
2,2014-04-24,This candle did  arrive on time but really was not what I expected.To me it did  not seem to do any better than a candle that cost $5.00 dollars.I am sorry I bought it but I learned a big lesson on the information I thought was right.
1,2021-11-28,"After being lit for 15 minutes, still no scent."
1,2020-01-05,Cent is just not there
2,2017-07-28,"Has a very sweet undertone. Was hoping for something more beachy, fresh & light smelling. To me the scent is a little heavy. However, If you like vanilla, you should like this candle."
2,2016-04-26,"I like the physical design of the candle, looks really high quality. Although it smells nothing like jasmine in my opinion. I don't know why I was expecting something like Jasmine Green tea. This smells more like Clorox than Jasmine. I was seriously so sad. I even ordered some extra stuff off amazon to get same day shipping. Turns out it was a garbage scent."
1,2019-04-16,As soon as I grabbed the box I could hear the shattered glass inside.  I was very disappointed when I opened the box and found my candle broken. :((I am a big fan of yankee candle and this is the first one I have ever got in pieces. Please do something about this!!
1,2020-08-22,I heard noises inside which was unusual since this is a candle...there should not be clinking noises. The candle was in an amazon box with two “airplus” bags. Pretty disappointed as it was supposed to be a gift for someone.
1,2020-05-02,I ordered a candle because it’s a specific scent that’s hard to find. When it arrived it looked like it had melted and rehardened and now i can’t burn it. It still smells good but what a waste ☹️
4,2014-12-09,As advertised.
2,2017-08-26,NO FRAGRANCE AT ALL . EXPECTED MORE FROM THE NAME AND THE PRICE
1,2019-01-26,I hate the smell. it's like cookies. not in a good way.
1,2019-10-19,No smell..... What a wast of money
4,2015-01-20,good!
1,2019-02-07,Not a real Yankee candle barely smell that all.
1,2020-07-17,"LOVE Yankee Candles, Lilac Blossoms is one of my favorites.  Unfortunately, both the original order and the replacement order arrived shattered.  Broken glass EVERYWHERE.  Packaging is horrible. Won't order via Amazon again."
1,2021-07-10,The candle was melted when I received it.  It was in such a bad condition that I couldn’t even find the wick to light it.  It was trash.
1,2020-04-11,This candle didnt smell at all and burned fast .
3,2018-06-01,I got it in the mail and the glass was all broke. :(
1,2021-12-30,Horrible scent
1,2022-08-06,It’s melted sideways. Unusable.
1,2020-05-29,It came home melted...
1,2018-07-05,"Must be reject Yankee Candles , did not last long and no significant smell"
1,2018-03-19,Product/glass  arrived broken. There was no fragile sign on box.
1,2022-04-19,RECEVIED THIS YANKEE CANDLE NO WICK INCLUDED THIS IS A RIP OFF BUYER BEWARE
1,2020-02-17,Smelled like a old church
1,2017-12-07,"I'm quite disappointed. This is one of my favorite flowers and I love the smell of it, but the candle has literally no fragrance. So please don't waste your money!"
1,2022-04-30,There was no wick in my candle! Wish I could light it
1,2018-09-09,The candle  has zero throw. Also the burn is very irregular.
1,2021-03-11,"Smells like soap, I don't even want to light it."
1,2020-08-08,"I usually love Yankee candles, but this one arrived broken. It was going to be a gift, but it was broken."
1,2019-01-11,"I truly love the aroma of the gardenia. When I received this prize and smelled the cap, yum. When I lit the candle, all I smelled was wax. As I let the candle burn... there was never a hint of fragance. Bummer!"
1,2021-12-24,"It was shattered to pieces.Very disappointed, since this is a gift."
1,2020-04-16,Arrived broken
1,2020-07-19,"The lilac scent is amazing, and they last a long time, but have seriously dropped the ball in breaking our candles in delivery. Twice in a row broken ones sent. If they could be sent in one piece, they’d be great."
1,2018-03-10,"Very , very weak fragrance . I am disappointed because all other Yankee products have been great."
1,2020-08-27,This candle does not smell like it’s descriptors support. It actually stinks. But would like if you enjoy the scent of laundry detergent.
1,2022-01-13,No smell at all. I will not buy again
1,2020-12-25,Candle was completely melted into the lid and covered the wick. Not usable.
1,2021-01-07,"Unlike any other yankee candle I’ve ever had had, this one has no scent and the blue color when burned at the top looks yellowish. Very disappointed 😢"
1,2020-06-03,I never had an issue with a yankee candle filling a room with a pleasant smell.. until this one I purchased from Amazon. Incredibly disappointed that this candle does not have much of a scent at all.
1,2021-03-01,Horrible. Not Lavender.
1,2020-06-04,No smell At All
1,2021-09-19,
1,2021-09-20,I never ordered this
3,2014-05-04,"Too expensive. Try yankeecandle.com for a better price. The smell is spot on though. Good candle, bad price. Lol lol"
3,2014-05-24,"It's okay. the scent is beautiful; all I need to do is take the lid off and it refreshes the room. it will last and last because when I do burn it, it only needs to burn for a short time to freshen up the room. I give it 3 stars because it is not my favorite of the Yankee Candle scents, but still a good purchase."
1,2019-04-18,Hardly any scent.
1,2021-09-29,Very upset about this situation.Smells delicious but I can't use it.👎👎👎
1,2022-01-18,Smell was great but could not use candle did not have a wick to burn
2,2016-08-16,"Smells very nice ,but it arrived with broken jar. Packaging did not have any protection, just a box with broken glass and wax."
1,2021-12-26,Candle jar broken upon arrivel.
1,2020-02-12,"This is the most non smelling candle I have ever had.  The only time I can smell it, is when I blow it out."
1,2020-10-09,"Third time getting a replacement shipped, and third time I’ve received a shattered candle."
1,2020-05-12,"The glass jar my candle was in was shattered! The box wasn’t damaged but the candle sure was! This is my first bad review from an order but when I say the glass was shattered, I mean in a million pieces!"
1,2020-03-28,"I was disappointed when this candle arrived and the rim of the jar was broken as if there was a bite taken out of it.  Jar lid not able to attach, another household member lit it anyway, so I could not return it."
2,2016-04-25,"Reasonable price, however, there is absolutely no scent! Would not buy again."
1,2020-08-30,"I should have read the reviews. I just assumed, all Yankee candles are the same. Over $50 later, I bought two. I’m very very disappointed. No sent at all. These are old candles."
1,2017-01-27,"Very faint smell of roses.  , After trimming the wick to 1/8"", I lit it and it burned and smell did not intensify.  Very disappointed.  Would not order again."
4,2017-11-28,Smells nice!
1,2021-03-02,"It burns alright, but it doesn’t smell like a yankee candle should"
1,2020-07-29,I love Yankee candles but will never buy again from Amazon second candle out of three came in broken insufficient packaging
1,2021-03-21,"Sadly, it arrived broken."
1,2022-08-01,Came in melted and not useable
1,2021-01-11,I did not like the scent of this candle
1,2021-05-20,The candle glass arrived broken 😞
1,2016-08-08,"I buy Yankee Scented Candles all the time and the fragrance is always good..  However, this one  'Summer Wish'  barely has a scent  --  You need to stick your head in the jar to smell anything..  I only gave it 1 * because the site does not allow NO STAR rating, which is how it should be rated..  Yankee Candles are not cheap, so for them to sell the no scent candle is shameful.. I am going to file a complaint and wait to see what comes of it..  DO NOT BUY ""SUMMER WISH"" !!  I never thought to read the reviews because I never had this problem with a Yankee Candle in the past.."
1,2022-03-21,The candle broke shortly after I started burning it
1,2022-08-08,It was broken when delivered
1,2020-07-15,Came broken into pieces and wanted me to ship back to receive replacement. Unacceptable. 2nd candle to come broken.
1,2022-05-03,Did not smell beachy was disappointed!
1,2020-05-03,Has almost no smell.
1,2022-04-11,Item needs replacing since it arrived damaged.
1,2021-12-02,Small tumbler too small for price
1,2019-09-13,The candle glass was shattered when it was delivered. I am returning it
1,2017-03-07,No fragrance! Very disappointing. Will be returning both candles. Buyer beware.
1,2022-06-05,The glass jar was broken
1,2016-02-29,Really bummed that it arrived broken. It smells great but how will I continue to light it?
1,2019-07-03,Arrived with glass broken. I received a credit but will not purchase a glass candle online again.
2,2013-09-29,Yankee Candles are amazing but DO NOT order from here!!The packaging is not sturdy enough and it will not come in one piece.I'm so upset I paid this much and I cant even put the cap on the candle because the sides are broken into pieces. I tried to glue it the best I could but the wax will drip down once it gets to the level where it was shattered. SOO disappointed...I advise you to go to the actual store or order it from there website.
1,2022-01-07,The candle was melted to one side. Not a good Christmas gift..
1,2021-03-12,Scent reminded me of funeral home old floweres
4,2017-03-06,I gave it as a gift
1,2020-02-03,There was no to little scent to this candle.
1,2017-12-07,Please don't waste your money buying this. This has no smell literally. I'm so disappointed!
1,2020-08-21,"I have always had a great experience with these candles for my home but, the last two times they have come broken. This time it was beyond fix."
1,2018-12-29,I was very very disappointed because it smelled like a cheap wax candle.  I’ve used Yankee Candles for years and typically have to blow them out after a half hour or so because they get too strong.  I’m certain it was defective and turned out to be a bad gift idea.
1,2018-08-26,Candle has no fragrance/scent.
1,2017-11-29,When I got my candle someone had put the lid on incorrectly and it was shattered when I opened it. When I say incorrectly I mean that the top glass part of the lid was jammed into the glass instead of the softer plastic that fits snuggly. This is the first time I’ve had a bad experience with an amazon delivery.
1,2020-09-29,Product was shattered- both the lid and the jar containing the candle. This candle was packed in a larger individual box than the other 2.
1,2018-01-18,Fool me once... shame on youFool me twice...shame on me
1,2021-09-16,"Smells great, but arrived in the mail like this and is not usable. Ridiculous"
1,2021-12-08,The product was broken when delivered.
1,2020-07-24,My item came broken and I don’t want to waste time returning a broken item. This is not the first time I have issues with you. Can my item be replaced. Thanks
